genre,size_tier,book_name,book_relpath,cap,mode,query_id,query_type,query_text,k,hop,max_nodes,query_seconds,returned_nodes,unique_node_ratio,unique_file_ratio,similar_edge_fraction
biography,medium,Confessions — Saint Augustine,corpus/biography/Confessions — Saint Augustine,15,with_similar,Q0006,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.016655,15,1.0,0.066667,0.0
philosophy,short,Groundwork of the Metaphysics of Morals (Kant),corpus/philosophy/Groundwork of the Metaphysics of Morals (Kant),8,without_similar,Q0010,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.023324,15,1.0,0.066667,0.230769
philosophy,short,Groundwork of the Metaphysics of Morals (Kant),corpus/philosophy/Groundwork of the Metaphysics of Morals (Kant),8,without_similar,Q0011,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.012756,15,1.0,0.066667,0.066667
philosophy,short,Groundwork of the Metaphysics of Morals (Kant),corpus/philosophy/Groundwork of the Metaphysics of Morals (Kant),8,without_similar,Q0012,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.010846,15,1.0,0.066667,0.153846
philosophy,short,Groundwork of the Metaphysics of Morals (Kant),corpus/philosophy/Groundwork of the Metaphysics of Morals (Kant),8,with_similar,Q0010,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.011382,15,1.0,0.066667,0.230769
philosophy,short,Groundwork of the Metaphysics of Morals (Kant),corpus/philosophy/Groundwork of the Metaphysics of Morals (Kant),8,with_similar,Q0011,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.01034,15,1.0,0.066667,0.066667
philosophy,short,Groundwork of the Metaphysics of Morals (Kant),corpus/philosophy/Groundwork of the Metaphysics of Morals (Kant),8,with_similar,Q0012,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.010275,15,1.0,0.066667,0.153846
philosophy,short,Groundwork of the Metaphysics of Morals (Kant),corpus/philosophy/Groundwork of the Metaphysics of Morals (Kant),15,without_similar,Q0010,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.014363,15,1.0,0.066667,0.285714
philosophy,short,Groundwork of the Metaphysics of Morals (Kant),corpus/philosophy/Groundwork of the Metaphysics of Morals (Kant),15,without_similar,Q0011,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.013567,15,1.0,0.066667,0.066667
philosophy,short,Groundwork of the Metaphysics of Morals (Kant),corpus/philosophy/Groundwork of the Metaphysics of Morals (Kant),15,without_similar,Q0012,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.01278,15,1.0,0.066667,0.153846
philosophy,short,Groundwork of the Metaphysics of Morals (Kant),corpus/philosophy/Groundwork of the Metaphysics of Morals (Kant),15,with_similar,Q0010,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.010672,15,1.0,0.066667,0.285714
philosophy,short,Groundwork of the Metaphysics of Morals (Kant),corpus/philosophy/Groundwork of the Metaphysics of Morals (Kant),15,with_similar,Q0011,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.009972,15,1.0,0.066667,0.066667
philosophy,short,Groundwork of the Metaphysics of Morals (Kant),corpus/philosophy/Groundwork of the Metaphysics of Morals (Kant),15,with_similar,Q0012,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.010016,15,1.0,0.066667,0.153846
philosophy,medium,Meditations,corpus/philosophy/Meditations,8,without_similar,Q0013,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.026953,15,1.0,0.066667,0.0
philosophy,medium,Meditations,corpus/philosophy/Meditations,8,without_similar,Q0014,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.014744,15,1.0,0.066667,0.0
philosophy,medium,Meditations,corpus/philosophy/Meditations,8,without_similar,Q0015,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.012935,15,1.0,0.066667,0.0
philosophy,medium,Meditations,corpus/philosophy/Meditations,8,with_similar,Q0013,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.013203,15,1.0,0.066667,0.0
philosophy,medium,Meditations,corpus/philosophy/Meditations,8,with_similar,Q0014,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.014271,15,1.0,0.066667,0.0
philosophy,medium,Meditations,corpus/philosophy/Meditations,8,with_similar,Q0015,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.012685,15,1.0,0.066667,0.0
philosophy,medium,Meditations,corpus/philosophy/Meditations,15,without_similar,Q0013,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.026867,15,1.0,0.066667,0.0
philosophy,medium,Meditations,corpus/philosophy/Meditations,15,without_similar,Q0014,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.015149,15,1.0,0.066667,0.0
philosophy,medium,Meditations,corpus/philosophy/Meditations,15,without_similar,Q0015,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.013244,15,1.0,0.066667,0.0
philosophy,medium,Meditations,corpus/philosophy/Meditations,15,with_similar,Q0013,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.012482,15,1.0,0.066667,0.0
philosophy,medium,Meditations,corpus/philosophy/Meditations,15,with_similar,Q0014,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.01276,15,1.0,0.066667,0.0
philosophy,medium,Meditations,corpus/philosophy/Meditations,15,with_similar,Q0015,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.012729,15,1.0,0.066667,0.0
philosophy,long,The Federalist Papers,corpus/philosophy/The Federalist Papers,8,without_similar,Q0016,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.041011,15,1.0,0.066667,0.391304
philosophy,long,The Federalist Papers,corpus/philosophy/The Federalist Papers,8,without_similar,Q0017,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.027673,15,1.0,0.133333,0.0
philosophy,long,The Federalist Papers,corpus/philosophy/The Federalist Papers,8,without_similar,Q0018,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.027537,15,1.0,0.066667,0.0
philosophy,long,The Federalist Papers,corpus/philosophy/The Federalist Papers,8,with_similar,Q0016,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.027067,15,1.0,0.066667,0.391304
philosophy,long,The Federalist Papers,corpus/philosophy/The Federalist Papers,8,with_similar,Q0017,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.026993,15,1.0,0.133333,0.0
philosophy,long,The Federalist Papers,corpus/philosophy/The Federalist Papers,8,with_similar,Q0018,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.02539,15,1.0,0.066667,0.0
philosophy,long,The Federalist Papers,corpus/philosophy/The Federalist Papers,15,without_similar,Q0016,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.036617,15,1.0,0.066667,0.391304
philosophy,long,The Federalist Papers,corpus/philosophy/The Federalist Papers,15,without_similar,Q0017,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.028805,15,1.0,0.133333,0.0
philosophy,long,The Federalist Papers,corpus/philosophy/The Federalist Papers,15,without_similar,Q0018,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.025463,15,1.0,0.066667,0.0
philosophy,long,The Federalist Papers,corpus/philosophy/The Federalist Papers,15,with_similar,Q0016,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.025432,15,1.0,0.066667,0.391304
philosophy,long,The Federalist Papers,corpus/philosophy/The Federalist Papers,15,with_similar,Q0017,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.028372,15,1.0,0.133333,0.0
philosophy,long,The Federalist Papers,corpus/philosophy/The Federalist Papers,15,with_similar,Q0018,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.028491,15,1.0,0.066667,0.0
science-fiction,short,The Lost World,corpus/science-fiction/The Lost World,8,without_similar,Q0019,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.025421,15,1.0,0.133333,0.076923
science-fiction,short,The Lost World,corpus/science-fiction/The Lost World,8,without_similar,Q0020,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.011169,15,1.0,0.066667,0.1
science-fiction,short,The Lost World,corpus/science-fiction/The Lost World,8,without_similar,Q0021,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.010399,15,1.0,0.066667,0.0
science-fiction,short,The Lost World,corpus/science-fiction/The Lost World,8,with_similar,Q0019,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.010122,15,1.0,0.133333,0.076923
science-fiction,short,The Lost World,corpus/science-fiction/The Lost World,8,with_similar,Q0020,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.009318,15,1.0,0.066667,0.111111
science-fiction,short,The Lost World,corpus/science-fiction/The Lost World,8,with_similar,Q0021,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.009653,15,1.0,0.066667,0.0
science-fiction,short,The Lost World,corpus/science-fiction/The Lost World,15,without_similar,Q0019,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.016892,15,1.0,0.133333,0.076923
science-fiction,short,The Lost World,corpus/science-fiction/The Lost World,15,without_similar,Q0020,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.015257,15,1.0,0.066667,0.1
science-fiction,short,The Lost World,corpus/science-fiction/The Lost World,15,without_similar,Q0021,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.013661,15,1.0,0.066667,0.0
science-fiction,short,The Lost World,corpus/science-fiction/The Lost World,15,with_similar,Q0019,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.012988,15,1.0,0.133333,0.076923
science-fiction,short,The Lost World,corpus/science-fiction/The Lost World,15,with_similar,Q0020,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.010699,15,1.0,0.066667,0.2
science-fiction,short,The Lost World,corpus/science-fiction/The Lost World,15,with_similar,Q0021,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.010402,15,1.0,0.066667,0.0
science-fiction,medium,Pellucidar (Burroughs),corpus/science-fiction/Pellucidar (Burroughs),8,without_similar,Q0022,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.026915,15,1.0,0.066667,0.0
science-fiction,medium,Pellucidar (Burroughs),corpus/science-fiction/Pellucidar (Burroughs),8,without_similar,Q0023,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.015288,15,1.0,0.066667,0.0
science-fiction,medium,Pellucidar (Burroughs),corpus/science-fiction/Pellucidar (Burroughs),8,without_similar,Q0024,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.013905,15,1.0,0.066667,0.0
science-fiction,medium,Pellucidar (Burroughs),corpus/science-fiction/Pellucidar (Burroughs),8,with_similar,Q0022,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.011402,15,1.0,0.066667,0.0
science-fiction,medium,Pellucidar (Burroughs),corpus/science-fiction/Pellucidar (Burroughs),8,with_similar,Q0023,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.010759,15,1.0,0.066667,0.0
science-fiction,medium,Pellucidar (Burroughs),corpus/science-fiction/Pellucidar (Burroughs),8,with_similar,Q0024,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.011179,15,1.0,0.066667,0.0
science-fiction,medium,Pellucidar (Burroughs),corpus/science-fiction/Pellucidar (Burroughs),15,without_similar,Q0022,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.01467,15,1.0,0.066667,0.0
science-fiction,medium,Pellucidar (Burroughs),corpus/science-fiction/Pellucidar (Burroughs),15,without_similar,Q0023,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.01543,15,1.0,0.066667,0.0
science-fiction,medium,Pellucidar (Burroughs),corpus/science-fiction/Pellucidar (Burroughs),15,without_similar,Q0024,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.01382,15,1.0,0.066667,0.0
science-fiction,medium,Pellucidar (Burroughs),corpus/science-fiction/Pellucidar (Burroughs),15,with_similar,Q0022,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.01151,15,1.0,0.066667,0.0
science-fiction,medium,Pellucidar (Burroughs),corpus/science-fiction/Pellucidar (Burroughs),15,with_similar,Q0023,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.011991,15,1.0,0.066667,0.0
science-fiction,medium,Pellucidar (Burroughs),corpus/science-fiction/Pellucidar (Burroughs),15,with_similar,Q0024,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.011,15,1.0,0.066667,0.0
science-fiction,long,The Gods of Mars,corpus/science-fiction/The Gods of Mars,8,without_similar,Q0025,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.032469,15,1.0,0.066667,0.1875
science-fiction,long,The Gods of Mars,corpus/science-fiction/The Gods of Mars,8,without_similar,Q0026,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.017712,15,1.0,0.133333,0.0
science-fiction,long,The Gods of Mars,corpus/science-fiction/The Gods of Mars,8,without_similar,Q0027,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.015606,15,1.0,0.066667,0.0
science-fiction,long,The Gods of Mars,corpus/science-fiction/The Gods of Mars,8,with_similar,Q0025,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.016507,15,1.0,0.066667,0.1875
science-fiction,long,The Gods of Mars,corpus/science-fiction/The Gods of Mars,8,with_similar,Q0026,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.014732,15,1.0,0.133333,0.0
science-fiction,long,The Gods of Mars,corpus/science-fiction/The Gods of Mars,8,with_similar,Q0027,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.017743,15,1.0,0.066667,0.0
science-fiction,long,The Gods of Mars,corpus/science-fiction/The Gods of Mars,15,without_similar,Q0025,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.031615,15,1.0,0.066667,0.1875
science-fiction,long,The Gods of Mars,corpus/science-fiction/The Gods of Mars,15,without_similar,Q0026,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.017305,15,1.0,0.133333,0.0
science-fiction,long,The Gods of Mars,corpus/science-fiction/The Gods of Mars,15,without_similar,Q0027,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.013772,15,1.0,0.066667,0.111111
science-fiction,long,The Gods of Mars,corpus/science-fiction/The Gods of Mars,15,with_similar,Q0025,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.018284,15,1.0,0.066667,0.1875
science-fiction,long,The Gods of Mars,corpus/science-fiction/The Gods of Mars,15,with_similar,Q0026,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.018311,15,1.0,0.133333,0.0
science-fiction,long,The Gods of Mars,corpus/science-fiction/The Gods of Mars,15,with_similar,Q0027,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.015344,15,1.0,0.066667,0.111111
english-literature,short,The Jungle Book (Kipling),corpus/english-literature/The Jungle Book (Kipling),8,without_similar,Q0028,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.027365,15,1.0,0.066667,0.2
english-literature,short,The Jungle Book (Kipling),corpus/english-literature/The Jungle Book (Kipling),8,without_similar,Q0029,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.014981,15,1.0,0.066667,0.0
english-literature,short,The Jungle Book (Kipling),corpus/english-literature/The Jungle Book (Kipling),8,without_similar,Q0030,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.012009,12,1.0,0.083333,0.0
english-literature,short,The Jungle Book (Kipling),corpus/english-literature/The Jungle Book (Kipling),8,with_similar,Q0028,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.014855,15,1.0,0.066667,0.2
english-literature,short,The Jungle Book (Kipling),corpus/english-literature/The Jungle Book (Kipling),8,with_similar,Q0029,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.011397,15,1.0,0.066667,0.0
english-literature,short,The Jungle Book (Kipling),corpus/english-literature/The Jungle Book (Kipling),8,with_similar,Q0030,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.010771,12,1.0,0.083333,0.0
english-literature,short,The Jungle Book (Kipling),corpus/english-literature/The Jungle Book (Kipling),15,without_similar,Q0028,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.027028,15,1.0,0.066667,0.2
english-literature,short,The Jungle Book (Kipling),corpus/english-literature/The Jungle Book (Kipling),15,without_similar,Q0029,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.014768,15,1.0,0.066667,0.0
english-literature,short,The Jungle Book (Kipling),corpus/english-literature/The Jungle Book (Kipling),15,without_similar,Q0030,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.011858,12,1.0,0.083333,0.0
english-literature,short,The Jungle Book (Kipling),corpus/english-literature/The Jungle Book (Kipling),15,with_similar,Q0028,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.014933,15,1.0,0.066667,0.2
english-literature,short,The Jungle Book (Kipling),corpus/english-literature/The Jungle Book (Kipling),15,with_similar,Q0029,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.012949,15,1.0,0.066667,0.0
english-literature,short,The Jungle Book (Kipling),corpus/english-literature/The Jungle Book (Kipling),15,with_similar,Q0030,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.011866,12,1.0,0.083333,0.0
english-literature,medium,Robinson Crusoe,corpus/english-literature/Robinson Crusoe,8,without_similar,Q0031,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.030352,15,1.0,0.066667,0.083333
english-literature,medium,Robinson Crusoe,corpus/english-literature/Robinson Crusoe,8,without_similar,Q0032,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.016789,15,1.0,0.066667,0.0
english-literature,medium,Robinson Crusoe,corpus/english-literature/Robinson Crusoe,8,without_similar,Q0033,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.01487,15,1.0,0.066667,0.0
english-literature,medium,Robinson Crusoe,corpus/english-literature/Robinson Crusoe,8,with_similar,Q0031,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.01561,15,1.0,0.066667,0.083333
english-literature,medium,Robinson Crusoe,corpus/english-literature/Robinson Crusoe,8,with_similar,Q0032,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.015178,15,1.0,0.066667,0.0
english-literature,medium,Robinson Crusoe,corpus/english-literature/Robinson Crusoe,8,with_similar,Q0033,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.014998,15,1.0,0.066667,0.0
english-literature,medium,Robinson Crusoe,corpus/english-literature/Robinson Crusoe,15,without_similar,Q0031,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.028028,15,1.0,0.066667,0.0
english-literature,medium,Robinson Crusoe,corpus/english-literature/Robinson Crusoe,15,without_similar,Q0032,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.016007,15,1.0,0.066667,0.0
english-literature,medium,Robinson Crusoe,corpus/english-literature/Robinson Crusoe,15,without_similar,Q0033,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.016147,15,1.0,0.066667,0.0
english-literature,medium,Robinson Crusoe,corpus/english-literature/Robinson Crusoe,15,with_similar,Q0031,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.016147,15,1.0,0.066667,0.0
english-literature,medium,Robinson Crusoe,corpus/english-literature/Robinson Crusoe,15,with_similar,Q0032,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.014566,15,1.0,0.066667,0.0
english-literature,medium,Robinson Crusoe,corpus/english-literature/Robinson Crusoe,15,with_similar,Q0033,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.01684,15,1.0,0.066667,0.0
english-literature,long,North and South (Gaskell),corpus/english-literature/North and South (Gaskell),8,without_similar,Q0034,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.039305,15,1.0,0.066667,0.2
english-literature,long,North and South (Gaskell),corpus/english-literature/North and South (Gaskell),8,without_similar,Q0035,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.02781,15,1.0,0.066667,0.0
english-literature,long,North and South (Gaskell),corpus/english-literature/North and South (Gaskell),8,without_similar,Q0036,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.025967,15,1.0,0.066667,0.1
english-literature,long,North and South (Gaskell),corpus/english-literature/North and South (Gaskell),8,with_similar,Q0034,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.028718,15,1.0,0.066667,0.2
english-literature,long,North and South (Gaskell),corpus/english-literature/North and South (Gaskell),8,with_similar,Q0035,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.025377,15,1.0,0.066667,0.0
english-literature,long,North and South (Gaskell),corpus/english-literature/North and South (Gaskell),8,with_similar,Q0036,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.026565,15,1.0,0.066667,0.1
english-literature,long,North and South (Gaskell),corpus/english-literature/North and South (Gaskell),15,without_similar,Q0034,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.039029,15,1.0,0.066667,0.2
english-literature,long,North and South (Gaskell),corpus/english-literature/North and South (Gaskell),15,without_similar,Q0035,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.026632,15,1.0,0.066667,0.0
english-literature,long,North and South (Gaskell),corpus/english-literature/North and South (Gaskell),15,without_similar,Q0036,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.025685,15,1.0,0.066667,0.1
english-literature,long,North and South (Gaskell),corpus/english-literature/North and South (Gaskell),15,with_similar,Q0034,factual_entity,"Identify the main people, places, or entities and their roles.",8,1,15,0.029679,15,1.0,0.066667,0.2
english-literature,long,North and South (Gaskell),corpus/english-literature/North and South (Gaskell),15,with_similar,Q0035,thematic_semantic,What major themes and ideas are developed in this text?,8,1,15,0.027449,15,1.0,0.066667,0.0
english-literature,long,North and South (Gaskell),corpus/english-literature/North and South (Gaskell),15,with_similar,Q0036,cross_chunk_context,Connect early events to later outcomes and explain their relationship.,8,1,15,0.028078,15,1.0,0.066667,0.1
